match_id,is_openai5,fight_start,kill_delta_radiant,gadv_d30,gadv_d60,gadv_d120,gadv_d180
2551385390,False,2434,1,1076,1076,3379,2413
2551385390,False,2581,2,0,3968,4590,3664
2551385390,False,2759,2,-926,-926,1699,5078
2551385390,False,2827,1,0,3379,9796,8914
2551385390,False,2976,-3,-882,-882,-3069,-4656
2551385390,False,3082,-3,0,-1587,-2713,-1772
2551385390,False,3234,4,941,941,4825,4825
2551353251,False,1873,1,0,598,3365,9322
2551334799,False,878,3,596,596,2470,2270
2551292188,False,1950,-3,-880,-880,-6713,-3625
2551292188,False,2045,4,0,3088,4286,2852
2551241703,False,129,0,0,643,-277,390
2551241703,False,189,-1,0,-920,-253,-74
2551241703,False,1307,-2,527,527,-698,-1826
2551241703,False,2417,1,0,1709,1485,1665
2551226728,False,404,3,410,410,994,289
2551226728,False,1092,2,0,682,2932,4142
2551219428,False,688,-1,0,-1227,-1624,-2472
2551219428,False,1482,1,-13,-13,3346,2377
2551219428,False,2030,-1,1170,1170,-1614,-1065
2551219428,False,2474,-1,0,-93,456,546
2551219428,False,2714,-3,0,-1557,-588,-1344
2551219428,False,2780,-1,0,969,213,593
2551219428,False,3175,-1,556,556,1814,2829
2551219428,False,3683,0,0,-2164,-3319,-4829
2551219428,False,3864,3,0,4261,11661,6945
2551219428,False,3951,-4,7400,7400,2684,2684
2551217301,False,349,1,453,453,772,172
2551217301,False,587,1,769,769,807,2975
2551217301,False,1372,-3,1498,1498,-2237,-2597
2551217301,False,1493,3,-360,-360,2314,5089
2551217301,False,1570,2,0,2775,4465,4465
2551217301,False,1636,3,0,1690,1690,1690
2551170074,False,325,1,0,-27,9,88
2551170074,False,611,-1,0,-891,-748,838
2551170074,False,774,1,1586,1586,2109,2589
2551170074,False,869,3,0,480,3896,3684
2551170074,False,1030,-2,0,-1362,-610,-911
2551170074,False,1234,3,1452,1452,2843,4050
2551170074,False,1593,0,992,992,1519,3936
2551170074,False,1699,3,0,2417,8085,11001
2551170074,False,1858,1,2916,2916,2916,2916
2551167223,False,651,4,-17,-17,2979,4142
2551125992,False,108,1,-84,-84,164,75
2551125992,False,312,3,0,1709,1551,1367
2551125992,False,727,-1,0,-1396,-2065,-836
2551125992,False,1443,1,0,1622,1541,-469
2551125992,False,1594,-1,-2010,-2010,-2214,-2087
2551125992,False,1783,5,1479,1479,7579,7579
2551125992,False,1858,3,6100,6100,6100,6100
2551078113,False,530,2,-135,-135,808,2040
2551078113,False,701,-3,-280,-280,-1773,-3951
2551078113,False,973,3,0,1413,646,1183
2551078113,False,1619,0,4593,4593,2315,441
2551078113,False,1882,3,0,1573,1573,1573
2551042502,False,264,2,0,73,-1127,-2193
2551042502,False,1510,2,0,2928,3738,4252
2551042502,False,1621,1,0,514,-72,-272
2551042502,False,1976,1,-170,-170,1611,3230
2551042502,False,2188,3,0,821,4010,5204
2551042502,False,2407,3,0,448,448,448
2551023876,False,152,1,484,484,232,621
2551023876,False,445,-3,0,-1637,-2546,-2227
2551023876,False,698,0,1052,1052,-485,-14
2551023876,False,871,-1,-341,-341,-702,-533
2551023876,False,1159,1,0,140,-66,2390
2551023876,False,1292,-1,2456,2456,2373,4457
2551023876,False,1560,-4,0,-2962,-3077,-2521
2551023876,False,1736,-1,556,556,-1251,-2892
2551023876,False,1827,-1,0,-1641,-3363,-8061
2551023876,False,1939,-3,0,-4698,-14518,-14518
2550972124,False,211,-1,267,267,453,1053
2550972124,False,516,0,226,226,147,-313
2550972124,False,945,-1,-954,-954,-729,-1282
2550972124,False,1081,3,0,817,2212,1885
2550971502,False,959,-2,-132,-132,-2309,-999
2550971502,False,1086,4,0,1910,1765,797
2550971502,False,1336,1,0,1307,3018,3970
2550971502,False,1491,-3,952,952,-957,-791
2550971502,False,1614,-2,166,166,-1059,-1487
2550971502,False,2417,-1,0,-1251,-4086,-5692
2550971502,False,2471,-1,0,-2835,-4441,-5710
2550971502,False,2881,3,0,3018,6965,3625
2550971502,False,3084,-1,0,-4289,-2890,-3375
2550971502,False,3301,1,0,-353,739,753
2550971502,False,3836,-3,1362,1362,-2259,-3539
2550971502,False,3946,4,-1280,-1280,3631,2869
2550971502,False,4495,4,-1344,-1344,534,534
2550969678,False,454,-3,-1378,-1378,-3034,-3630
2550969678,False,637,3,861,861,3524,2911
2550969678,False,685,-1,0,2663,2050,2778
2550969678,False,815,-1,728,728,-447,-1666
2550969678,False,2017,-3,-3634,-3634,-6925,-9388
2550969678,False,2599,-4,0,-1006,-1741,-4529
2550969678,False,2710,-3,0,-2788,-2788,-2788
2550962469,False,244,-1,0,-508,-2416,-2614
2550962469,False,673,-2,0,-237,-2837,-5577
2549664835,False,233,0,89,89,-627,-197
2549664835,False,700,1,490,490,905,386
2549664835,False,832,-1,-519,-519,-1544,-797
2549664835,False,1066,2,-681,-681,50,620
2549664835,False,1342,1,0,748,2320,2575
2549664835,False,1796,2,326,326,1333,4799
2549664835,False,1974,4,1296,1296,2572,2572
2549658092,False,777,-1,-528,-528,-2301,-3282
2549658092,False,1425,-3,-378,-378,-1946,-2310
2549658092,False,1822,3,0,1676,2612,2067
2549658092,False,2265,2,-392,-392,2746,3919
2549658092,False,3191,1,0,-578,-1766,-1697
2549658092,False,3546,2,0,584,7888,7888
2549650330,False,893,-1,-1587,-1587,-1216,-2490
2549650330,False,1011,0,-1274,-1274,-581,-1356
2549644214,False,273,1,-157,-157,-29,-851
2549644214,False,1416,3,1380,1380,4837,2720
2549644214,False,1523,-3,0,-2117,-811,1643
2549644214,False,1677,3,2454,2454,8008,8008
2549589275,False,1295,-1,-2164,-2164,-2880,-3584
2549589275,False,1582,-3,0,-980,-1682,-5814
2549589275,False,1688,-2,0,-4132,-5027,-5027
2549584654,False,264,3,0,1467,1643,1470
2549584654,False,680,3,0,1286,2702,2885
2549584654,False,870,2,86,86,1822,1011
2549584654,False,1999,3,0,6437,6437,6437
2549583869,False,480,-4,0,-1737,-1241,-852
2549583869,False,568,-1,0,496,885,-632
2549583869,False,662,-3,0,-1517,-1263,-1486
2549583869,False,1678,-3,-165,-165,-3053,-5780
2549583869,False,1805,-1,0,877,975,584
2549583869,False,2087,1,-1735,-1735,-1330,-1046
2549583869,False,2222,-1,0,-598,-526,-1469
2549583869,False,2542,3,0,-1450,-2567,-4707
2549567377,False,783,0,0,-79,189,2217
2549567377,False,998,3,1030,1030,3058,2261
2549567377,False,1261,-1,0,-1480,-1526,-2486
2549567377,False,1388,0,0,-960,-836,-443
2549567377,False,1669,0,-1423,-1423,-2374,-2017
2549567377,False,1983,2,0,3116,2731,3432
2549567377,False,2258,4,573,573,3734,4665
2549567377,False,2608,-1,0,126,1183,1436
2549567377,False,2832,3,0,1003,1181,523
2549567377,False,3498,1,0,1774,1774,1774
2549509878,False,562,3,0,1115,1453,1711
2549509878,False,755,2,-1024,-1024,498,305
2549509878,False,1397,1,0,-447,1903,4131
2549509878,False,1625,1,0,387,284,1410
2549509878,False,2108,2,0,4285,4285,4285
2549498173,False,827,1,86,86,1137,1141
2549498173,False,1023,-2,0,513,-590,-868
2549498173,False,1077,-1,513,513,-590,-868
2549498173,False,1297,1,1388,1388,2553,1833
2549498173,False,1403,-1,0,-720,-1157,-344
2549498173,False,1563,0,0,-194,-1642,-3555
2549498173,False,2151,3,1559,1559,12318,11640
2549479137,False,650,-2,105,105,-1068,-3837
2549479137,False,729,-4,0,-2769,-3305,-4767
2549479137,False,814,-4,-536,-536,-1998,-2296
2549469759,False,873,0,465,465,352,503
2549469759,False,1092,-2,0,-1144,-1326,-305
2549469759,False,1245,-3,1021,1021,-2552,-623
2549469759,False,1632,-1,0,-1952,-3975,-5218
2549431849,False,810,1,-201,-201,516,4182
2549431849,False,891,3,717,717,4383,4166
2549431849,False,1072,-2,-592,-592,-3275,-3564
2549431849,False,1253,-3,706,706,-1861,-1964
2549431849,False,2526,-3,0,-3606,-4542,-5278
2549424687,False,637,1,466,466,1875,1856
2549424687,False,1270,2,0,-928,-46,1460
2549424687,False,1493,1,1571,1571,3572,3452
2549424687,False,1665,-1,-420,-420,-3139,-3652
2549424687,False,2129,-1,0,41,-429,-1080
2549424687,False,2740,2,678,678,2817,1300
2549424687,False,3662,1,0,-931,-931,-931
2549420309,False,297,1,404,404,865,950
2549420309,False,533,1,899,899,649,371
2549410407,False,380,-1,0,-787,528,-187
2549410407,False,413,-1,-787,-787,528,-187
2549410407,False,655,3,-539,-539,899,1385
2549410407,False,747,2,0,486,1152,1056
2549410407,False,829,1,666,666,570,1011
2549410407,False,1286,-2,0,-776,-1787,-2723
2549410407,False,1571,3,0,3430,4524,2998
2549410407,False,1713,-2,-1526,-1526,-1882,-2838
2549410407,False,2012,4,1391,1391,3627,3178
2549410407,False,2300,-3,0,-1713,-7532,-7660
2549410407,False,2503,0,-567,-567,2043,1333
2549410407,False,2680,-4,-2680,-2680,-13970,-13970
2549381544,False,620,3,0,2516,2586,2759
2549381544,False,1107,4,0,2710,4662,5769
2549370824,False,505,3,0,729,1469,783
2549370824,False,887,4,274,274,3656,3121
2549351943,False,266,3,0,1117,908,197
2549351943,False,675,4,0,3738,4854,4913
2549351943,False,904,4,0,1521,4046,7964
2549351943,False,1018,2,2525,2525,6443,6443
2549342148,False,-11,1,0,0,729,578
2549342148,False,535,1,548,548,1431,1902
2549342148,False,983,-3,0,-1731,-1754,-5386
2549342148,False,1084,-4,0,-3632,-4119,-3430
2549342148,False,1265,0,0,-1007,-160,-3060
2549342148,False,1407,-2,0,-2900,-4270,-3263
2549342148,False,2098,-3,-2127,-2127,-8797,-8797
2549342148,False,2136,-3,-6670,-6670,-6670,-6670
2549313529,False,3081,-1,0,-970,-243,-571
2549313529,False,3208,-3,0,-328,-1818,-4369
2549313529,False,3573,-1,-3679,-3679,-13443,-13443
2549313529,False,3651,-4,-9764,-9764,-9764,-9764
2549312032,False,2127,2,0,375,1596,-702
2549312032,False,2182,0,0,1221,-1077,-725
2549312032,False,2382,2,134,134,1693,3769
2549312032,False,2485,-1,0,2076,1817,-75
2549312032,False,2750,4,729,729,4210,5884
2549304968,False,-8,-1,0,0,313,224
2549304968,False,763,-1,-784,-784,-594,-1393
2549304968,False,1165,-2,0,777,-880,-874
2549304968,False,1435,-4,-647,-647,-4230,-6426
2549289998,False,1011,1,-94,-94,527,-167
2549289998,False,1432,2,-794,-794,2032,-334
2549289998,False,1535,-3,-2366,-2366,-5680,-1830
2549289998,False,1608,3,-3314,-3314,536,3184
2549289998,False,1713,3,2648,2648,4662,4574
2549222661,False,722,2,0,2373,1997,3384
2549222661,False,899,1,1387,1387,1581,1020
2549222661,False,1747,0,0,699,1385,2736
2549222661,False,1766,0,0,699,1385,2736
2549222661,False,2104,-1,0,-5142,-5915,-4700
2549222661,False,2256,3,1215,1215,8144,4790
2549222661,False,2326,-1,6929,6929,3575,4207
2549211234,False,980,-1,0,-2618,-2425,-1646
2549211234,False,2103,0,0,-2809,-2853,-1907
2549211234,False,3392,4,1074,1074,5833,14303
2549200733,False,738,-2,0,-1169,-884,-280
2549200733,False,1718,1,-632,-632,1142,6265
2549200733,False,1747,1,0,1774,6897,6897
2549200733,False,1800,4,0,5123,5123,5123
2549189874,False,621,-1,0,-430,-99,120
2549189874,False,862,0,0,750,779,3668
2549189874,False,921,-1,0,29,2918,6442
2549189874,False,952,4,29,29,2918,6442
2549189874,False,1145,-1,0,-595,881,3350
2549189874,False,1498,3,1345,1345,1768,4824
2549141737,False,747,3,0,13,2137,1753
2549141737,False,902,3,0,2319,4148,4284
2549141737,False,1145,4,0,0,0,0
2549139153,False,235,-1,-737,-737,-1339,-2153
2549139153,False,1622,-1,0,-537,-1279,-3141
2549124641,False,68,-1,0,-525,-750,968
2549124641,False,594,-1,-291,-291,-1021,2314
2549124641,False,679,3,0,3335,3602,5030
2549124641,False,1341,-1,0,-910,-613,-113
2549124641,False,1489,-3,500,500,-1994,-1972
2549124641,False,1849,3,151,151,5102,9056
2549124641,False,2068,3,0,765,6555,6882
2549124641,False,2158,1,5790,5790,6117,4332
2549124641,False,2189,-1,0,327,-1458,-2508
2549124641,False,2845,-1,0,-3039,-2659,-3609
2549111670,False,-35,0,0,0,-212,-882
2549111670,False,433,-1,0,-230,-1338,-2625
2549111670,False,762,-2,-715,-715,741,4520
2549111670,False,820,4,1456,1456,5235,3465
2549111670,False,936,-2,-1770,-1770,-2286,-2322
2549111670,False,1208,1,0,75,838,1228
2549111670,False,1520,2,0,2039,733,-1968
2549111670,False,1590,-3,-1306,-1306,-4007,-4575
2549111670,False,2028,1,-123,-123,2690,5228
